sp,0.012472,1.030159
YEAH,1.030159,1.199773
I,1.199773,1.339456
DEFINITELY,1.339456,1.908163
AGREE,1.908163,2.187528
WITH,2.187528,2.417007
YOU,2.417007,2.816100
WHEREVER,2.816100,3.534467
YOU,3.534467,3.704082
GO,3.704082,3.883673
YOU,3.883673,4.063265
JUST,4.063265,4.262812
SEE,4.262812,4.442404
PEOPLE,4.442404,4.841497
GLUED,4.841497,5.170748
ON,5.170748,5.330385
THEIR,5.330385,5.519955
PHONES,5.519955,6.078685
COMPLETELY,6.078685,6.807029
IGNORING,6.807029,7.455556
REALITY,7.455556,7.904535
AND,7.904535,8.034240
WHAT'S,8.034240,8.233787
GOING,8.233787,8.662812
ON,8.662812,9.251474
AROUND,9.251474,9.460998
THEM,9.460998,9.730385
sp,9.730385,9.919955
AND,9.919955,10.079592
HONESTLY,10.079592,10.568481
IT,10.568481,10.698186
CAN,10.698186,10.817914
BE,10.817914,10.967574
REALLY,10.967574,11.256916
FRUSTRATING,11.256916,11.915420
ESPECIALLY,11.915420,12.603855
WHEN,12.603855,13.342177
YOU'RE,13.342177,13.860998
TRYING,13.860998,14.200227
TO,14.200227,14.270068
TALK,14.270068,14.359864
TO,14.359864,14.469615
SOMEONE,14.469615,14.928571
JUST,14.928571,15.307710
AT,15.307710,15.467347
DINNER,15.467347,16.105896
AND,16.105896,16.544898
THEY'RE,16.544898,16.704535
JUST,16.704535,16.864172
LIKE,16.864172,17.043764
GLUED,17.043764,17.363039
TO,17.363039,17.422902
THEIR,17.422902,17.582540
sp,17.582540,17.612472
PHONE,17.612472,17.722222
LIKE,17.722222,18.550340
NOT,18.550340,18.859637
PAYING,18.859637,19.069161
ATTENTION,19.069161,19.448299
NOT,19.448299,19.837415
MAKING,19.837415,20.515873
ANY,20.515873,20.755329
EYE,20.755329,20.954875
CONTACT,20.954875,21.423810
AT,21.423810,21.573469
ALL,21.573469,21.922676
IT'S,21.922676,22.182086
VERY,22.182086,22.601134
FRUSTRATING,22.601134,23.189796
AND,23.189796,23.558957
ALL,23.558957,23.798413
OF,23.798413,24.137642
EVEN,24.137642,24.426984
I,24.426984,24.786168
AM,24.786168,25.055556
sp,25.055556,25.334921
GUILTY,25.334921,26.083220
OF,26.083220,26.432426
BEING,26.432426,26.871429
GLUED,26.871429,27.060998
TO,27.060998,27.370295
MY,27.370295,27.519955
PHONE,27.519955,27.879138
BUT,27.879138,28.956689
HONESTLY,28.956689,29.475510
I,29.475510,29.675057
IT'S,29.675057,30.004308
NOT,30.004308,30.373469
GOOD,30.373469,30.652834
sp,30.652834,30.682766
FOR,30.682766,30.922222
A,30.922222,31.151701
sp,31.151701,31.520862
VARIETY,31.520862,32.149433
OF,32.149433,32.209297
REASONS,32.209297,32.987528
I,32.987528,33.107256
MEAN,33.107256,33.536281
sp,33.536281,33.626077
SOCIALLY,33.626077,34.344444
I,34.344444,34.474150
THINK,34.474150,34.643764
IT'S,34.643764,34.863265
KIND,34.863265,35.122676
OF,35.122676,35.461905
sp,35.461905,35.701361
DESTROYING,35.701361,36.519501
OUR,36.519501,36.888662
ABILITY,36.888662,37.906349
TO,37.906349,38.036054
CONNECT,38.036054,38.355329
TO,38.355329,38.445125
OTHER,38.445125,38.654649
PEOPLE,38.654649,39.093651
AND,39.093651,39.183447
THEIR,39.183447,39.323129
EMOTIONS,39.323129,40.779819
sp,40.779819,40.869615
SO,40.869615,41.388435
sp,41.388435,42.146712
I,42.146712,42.336281
IT,42.336281,42.755329
WOULD,42.755329,42.944898
BE,42.944898,43.084580
NICE,43.084580,43.353968
IF,43.353968,43.423810
PEOPLE,43.423810,43.812925
COULD,43.812925,44.351701
sp,44.351701,44.740816
GET,44.740816,45.050113
OFF,45.050113,45.259637
THEIR,45.259637,45.449206
PHONES,45.449206,46.157596
BUT,46.157596,46.915873
sp,46.915873,47.105442
THERE'S,47.105442,48.123129
SOMETHING,48.123129,48.452381
WITH,48.452381,48.562132
THE,48.562132,48.671882
TECHNOLOGY,48.671882,49.310431
I,49.310431,49.400227
THINK,49.400227,49.699546
THAT,49.699546,50.088662
I,50.088662,50.118594
sp,50.118594,50.348073
CAN'T,50.348073,50.926757
REALLY,50.926757,51.295918
EXPLAIN,51.295918,51.904535
IT,51.904535,52.563039
sp,52.563039,52.882313
BUT,52.882313,54.069615
sp,54.069615,54.538549
UM,54.538549,55.187075
YEAH,55.187075,55.646032
PEOPLE,55.646032,55.995238
ARE,55.995238,56.124943
WAY,56.124943,56.324490
TOO,56.324490,56.534014
ADDICTED,56.534014,57.232426
TO,57.232426,57.491837
THEIR,57.491837,57.741270
TECHNOLOGY,57.741270,58.689116
sp,58.689116,58.908617
SO,58.908617,59.287755
sp,59.287755,61.153515
