sp,0.012472,1.778458
I,1.778458,1.908163
STRONGLY,1.908163,2.626531
AGREE,2.626531,3.175283
sp,3.175283,3.394785
WITH,3.394785,3.983447
sp,3.983447,4.701814
THIS,4.701814,5.150794
IDEA,5.150794,5.749433
sp,5.749433,5.899093
THAT,5.899093,6.278231
sp,6.278231,6.777098
HAVING,6.777098,7.275964
sp,7.275964,8.173923
WHAT,8.173923,8.942177
IS,8.942177,9.071882
CONSIDERED,9.071882,9.530839
TO,9.530839,9.620635
BE,9.620635,9.880045
ENTIRELY,9.880045,10.448753
HARMLESS,10.448753,11.386621
sp,11.386621,11.506349
LUXURIES,11.506349,12.384354
AND,12.384354,12.573923
CONVENIENCES,12.573923,13.661451
sp,13.661451,13.880952
CAN'T,13.880952,14.419728
HARM,14.419728,14.748980
A,14.748980,14.778912
PERSON,14.778912,15.138095
FOR,15.138095,15.237868
LIFE,15.237868,15.537188
sp,15.537188,16.365306
I,16.365306,16.504989
KNOW,16.504989,16.734467
THAT,16.734467,17.293197
ME,17.293197,19.468254
MYSELF,19.468254,20.555782
PLAYING,20.555782,20.805215
ON,20.805215,20.914966
MY,20.914966,21.034694
PHONE,21.034694,21.763039
AND,21.763039,22.202041
sp,22.202041,22.800680
PLAYING,22.800680,23.090023
VIDEO,23.090023,23.399320
GAMES,23.399320,23.768481
MY,23.768481,23.908163
WHOLE,23.908163,24.147619
LIFE,24.147619,24.397052
HAS,24.397052,24.666440
sp,24.666440,25.574376
ESSENTIALLY,25.574376,26.083220
RUINED,26.083220,26.492290
MY,26.492290,26.641950
ATTENTION,26.641950,27.100907
SPAN,27.100907,27.569841
sp,27.569841,28.278231
I,28.278231,28.986621
sp,28.986621,30.523129
I,30.523129,30.642857
CAN,30.642857,30.782540
STUDY,30.782540,31.281406
I,31.281406,31.331293
MEAN,31.331293,31.540816
I,31.540816,31.680499
HAVE,31.680499,32.139456
SOMEWHAT,32.139456,32.558503
OF,32.558503,32.628345
AN,32.628345,32.748073
