WHILE,0.012472,1.519048
I,1.519048,1.648753
BELIEVE,1.648753,1.928118
GENERALLY,1.928118,2.736281
sp,2.736281,2.905896
IT,2.905896,3.105442
IS,3.105442,3.275057
OKAY,3.275057,3.893651
TO,3.893651,4.412472
MAKE,4.412472,4.701814
MISTAKES,4.701814,5.509977
AS,5.509977,5.659637
LONG,5.659637,5.978912
AS,5.978912,6.228345
ONE,6.228345,6.447846
LEARNS,6.447846,6.876871
FROM,6.876871,7.325850
THEM,7.325850,7.804762
I,7.804762,7.914512
DO,7.914512,8.084127
THINK,8.084127,8.263719
THAT,8.263719,8.483220
PEOPLE,8.483220,9.291383
sp,9.291383,9.431066
WITH,9.431066,9.909977
sp,9.909977,10.768027
RESPONSIBILITY,10.768027,11.775737
FOR,11.775737,12.464172
sp,12.464172,12.673696
OTHER,12.673696,12.913152
PEOPLE'S,12.913152,13.362132
MONEY,13.362132,14.000680
OR,14.000680,14.349887
OTHER,14.349887,14.559410
PEOPLE'S,14.559410,14.998413
LIVES,14.998413,15.946259
CERTAINLY,15.946259,16.375283
sp,16.375283,16.415193
HAVE,16.415193,16.614739
sp,16.614739,16.684580
TO,16.684580,16.764399
BE,16.764399,16.943991
MUCH,16.943991,17.183447
MORE,17.183447,17.382993
CAREFUL,17.382993,17.921769
AND,17.921769,18.021542
MUCH,18.021542,18.241043
MORE,18.241043,18.410658
MINDFUL,18.410658,19.029252
OF,19.029252,19.268707
THE,19.268707,19.338549
MISTAKES,19.338549,20.156689
sp,20.156689,20.296372
THAT,20.296372,20.515873
THEY,20.515873,20.765306
MIGHT,20.765306,21.024717
MAKE,21.024717,21.523583
sp,21.523583,22.261905
IF,22.261905,22.561224
sp,22.561224,23.030159
YOU,23.030159,23.309524
HAVE,23.309524,23.618821
SOMEONE'S,23.618821,24.147619
ENTIRE,24.147619,25.165306
sp,25.165306,25.275057
LIFE,25.275057,25.514512
SAVINGS,25.514512,26.512245
sp,26.512245,26.891383
THAT,26.891383,27.060998
YOU'RE,27.060998,27.190703
RESPONSIBLE,27.190703,27.859184
sp,27.859184,27.919048
FOR,27.919048,28.407937
OR,28.407937,28.747166
IF,28.747166,28.926757
YOU'RE,28.926757,29.146259
A,29.146259,29.176190
SURGEON,29.176190,29.904535
sp,29.904535,30.243764
WHO'S,30.243764,31.101814
PERFORMING,31.101814,31.710431
BRAIN,31.710431,31.959864
SURGERY,31.959864,32.887755
sp,32.887755,33.217007
I,33.217007,33.416553
DON'T,33.416553,33.915420
THINK,33.915420,34.364399
IT,34.364399,34.474150
IS,34.474150,34.783447
NECESSARILY,34.783447,35.521769
OKAY,35.521769,35.890930
TO,35.890930,36.000680
MAKE,36.000680,36.200227
MISTAKES,36.200227,36.868707
sp,36.868707,37.187982
AS,37.187982,37.387528
LONG,37.387528,37.706803
AS,37.706803,38.075964
sp,38.075964,38.205669
ONE,38.205669,38.495011
LEARNS,38.495011,38.983900
FROM,38.983900,39.382993
sp,39.382993,42.545805
THEM,42.545805,42.755329
sp,42.755329,42.855102
