sp,0.012472,0.022449
TECHNOLOGY,0.022449,0.611111
TODAY,0.611111,1.040136
SURROUNDS,1.040136,1.489116
US,1.489116,1.808390
TO,1.808390,1.928118
THE,1.928118,2.147619
EXTENT,2.147619,2.596599
THAT,2.596599,3.135374
WE,3.135374,3.484580
CAN,3.484580,3.664172
NEVER,3.664172,3.893651
QUITE,3.893651,4.312698
ESCAPE,4.312698,4.761678
IT,4.761678,4.981179
WE,4.981179,5.420181
ALLOW,5.420181,5.819274
OURSELVES,5.819274,6.617460
TO,6.617460,6.677324
BE,6.677324,6.906803
CONSTANTLY,6.906803,7.475510
CONNECTED,7.475510,7.984354
TO,7.984354,8.413379
THE,8.413379,8.553061
OUTSIDE,8.553061,8.912245
WORLD,8.912245,9.281406
REGARDLESS,9.281406,9.860091
OF,9.860091,10.059637
WHETHER,10.059637,10.588435
sp,10.588435,10.678231
WE,10.678231,10.827891
OUGHT,10.827891,11.067347
TO,11.067347,11.157143
BE,11.157143,11.316780
OR,11.316780,11.406576
NOT,11.406576,11.695918
SOMETIMES,11.695918,14.000680
sp,14.000680,14.030612
WE,14.030612,14.240136
CAN,14.240136,14.399773
BE,14.399773,14.818821
PERHAPS,14.818821,15.617007
sp,15.617007,15.796599
TOO,15.796599,16.056009
CONNECTED,16.056009,16.754422
TO,16.754422,17.083673
OUR,17.083673,17.772109
sp,17.772109,17.831973
FRIENDS,17.831973,18.251020
TO,18.251020,18.360771
OUR,18.360771,18.540363
COWORKERS,18.540363,19.148980
TO,19.148980,19.298639
OUR,19.298639,19.458277
PLACES,19.458277,20.086848
OF,20.086848,20.166667
EMPLOYMENT,20.166667,20.805215
WE,20.805215,20.875057
CAN,20.875057,21.194331
BECOME,21.194331,21.563492
OVERWHELMED,21.563492,22.212018
sp,22.212018,22.321769
WITH,22.321769,22.591156
sp,22.591156,22.810658
WORK,22.810658,23.269615
OR,23.269615,23.539002
WITH,23.539002,23.728571
SOCIAL,23.728571,24.217460
ENVIRONMENTS,24.217460,25.015646
OR,25.015646,25.404762
EVEN,25.404762,25.644218
GAMES,25.644218,26.711791
EVERY,26.711791,26.931293
TIME,26.931293,27.190703
WE,27.190703,27.320408
OPEN,27.320408,27.569841
UP,27.569841,27.899093
A,27.899093,28.338095
PIECE,28.338095,28.607483
OF,28.607483,28.707256
TECHNOLOGY,28.707256,29.555329
THAT,29.555329,29.974376
WE,29.974376,30.124036
INTEND,30.124036,30.563039
TO,30.563039,30.712698
USE,30.712698,31.281406
FOR,31.281406,31.500907
COMMUNICATION,31.500907,32.129478
WE,32.129478,32.189342
INHERENTLY,32.189342,33.546259
ALLOW,33.546259,33.815646
OURSELVES,33.815646,34.534014
TO,34.534014,34.953061
BECOME,34.953061,35.821088
IMMERSED,35.821088,36.569388
IN,36.569388,36.629252
THAT,36.629252,36.798866
WORLD,36.798866,37.307710
AND,37.307710,37.607029
IF,37.607029,37.856463
WE,37.856463,38.445125
DECIDE,38.445125,38.953968
THAT,38.953968,39.083673
WE,39.083673,39.203401
NEED,39.203401,39.363039
A,39.363039,39.392971
BREAK,39.392971,39.732200
IT'S,39.732200,39.931746
EXTREMELY,39.931746,40.799773
HARD,40.799773,41.348526
TO,41.348526,41.528118
ALLOW,41.528118,41.757596
OURSELVES,41.757596,42.465986
sp,42.465986,42.525850
TO,42.525850,42.675510
LEAVE,42.675510,42.895011
